s,t,Open,High,Low,Close,Volume,Date
ok,1531785600,1068.17,1085.66,1059.56,1082.09,6530580,2018-07-17 05:30:00
ok,1531872000,1088.09,1094.23,1067.18,1082.29,4726482,2018-07-18 05:30:00
ok,1531958400,1083.03,1104.53,1076.15,1094.48,5485124,2018-07-19 05:30:00
ok,1532044800,1102.94,1127.81,1101.46,1118.05,8094157,2018-07-20 05:30:00
ok,1532304000,1119.19,1119.19,1102.65,1109.78,5897879,2018-07-23 05:30:00
ok,1532390400,1111.46,1116.17,1097.0,1100.52,4511508,2018-07-24 05:30:00
ok,1532476800,1099.58,1112.45,1093.83,1104.68,6006079,2018-07-25 05:30:00
ok,1532563200,1099.68,1110.97,1097.4,1100.22,6485770,2018-07-26 05:30:00
ok,1532649600,1108.99,1126.72,1101.71,1119.24,6742785,2018-07-27 05:30:00
ok,1532908800,1119.39,1146.43,1117.41,1140.59,14003969,2018-07-30 05:30:00
ok,1532995200,1140.19,1179.22,1136.38,1174.86,14006906,2018-07-31 05:30:00
ok,1533081600,1179.22,1191.6,1174.27,1181.15,9796285,2018-08-01 05:30:00
ok,1533168000,1180.31,1180.31,1155.0,1157.38,6308211,2018-08-02 05:30:00
ok,1533254400,1163.97,1172.39,1158.57,1165.9,6708391,2018-08-03 05:30:00
ok,1533513600,1165.65,1184.77,1164.31,1181.4,4054491,2018-08-06 05:30:00
ok,1533600000,1183.68,1190.12,1165.95,1173.08,4097941,2018-08-07 05:30:00
ok,1533686400,1173.87,1211.02,1173.87,1206.27,7987442,2018-08-08 05:30:00
ok,1533772800,1210.03,1220.13,1200.62,1206.51,6911832,2018-08-09 05:30:00
ok,1533859200,1199.63,1203.59,1191.01,1192.89,3615157,2018-08-10 05:30:00
ok,1534118400,1186.3,1188.68,1171.59,1176.55,4712410,2018-08-13 05:30:00
ok,1534204800,1178.83,1205.77,1173.18,1199.23,5349772,2018-08-14 05:30:00
ok,1534377600,1191.95,1204.58,1184.27,1189.52,6039200,2018-08-16 05:30:00
ok,1534464000,1197.65,1203.99,1188.78,1192.45,3867307,2018-08-17 05:30:00
ok,1534723200,1196.56,1225.19,1196.31,1223.3,7679146,2018-08-20 05:30:00
ok,1534809600,1225.63,1239.75,1215.48,1235.49,7348647,2018-08-21 05:30:00
ok,1534982400,1234.6,1262.04,1226.77,1257.53,8043655,2018-08-23 05:30:00
ok,1535068800,1253.37,1267.93,1248.22,1265.5,6715062,2018-08-24 05:30:00
ok,1535328000,1267.39,1283.68,1266.74,1279.37,5624998,2018-08-27 05:30:00
ok,1535414400,1283.83,1310.58,1282.84,1306.61,8777171,2018-08-28 05:30:00
ok,1535500800,1303.94,1316.52,1278.08,1282.05,11182207,2018-08-29 05:30:00
ok,1535587200,1281.45,1284.97,1258.52,1262.48,9943414,2018-08-30 05:30:00
ok,1535673600,1258.07,1258.07,1224.99,1229.99,15450946,2018-08-31 05:30:00
ok,1535932800,1233.31,1246.09,1214.54,1217.61,12315670,2018-09-03 05:30:00
ok,1536019200,1223.55,1243.02,1217.46,1230.29,8922556,2018-09-04 05:30:00
ok,1536105600,1230.83,1240.89,1197.15,1215.48,10422796,2018-09-05 05:30:00
ok,1536192000,1218.6,1253.81,1213.84,1249.56,11301165,2018-09-06 05:30:00
ok,1536278400,1253.02,1269.32,1242.72,1266.59,10794147,2018-09-07 05:30:00
ok,1536537600,1263.03,1265.01,1238.36,1244.06,7125923,2018-09-10 05:30:00
ok,1536624000,1247.18,1256.49,1222.66,1226.08,10977854,2018-09-11 05:30:00
ok,1536710400,1240.05,1246.88,1217.31,1240.74,8142009,2018-09-12 05:30:00
ok,1536883200,1247.57,1263.62,1235.93,1241.38,7953267,2018-09-14 05:30:00
ok,1537142400,1239.01,1239.01,1210.13,1214.39,6818110,2018-09-17 05:30:00
ok,1537228800,1214.49,1227.76,1202.95,1205.72,7688610,2018-09-18 05:30:00
ok,1537315200,1212.51,1212.51,1189.72,1199.38,11372578,2018-09-19 05:30:00
ok,1537488000,1207.55,1225.78,1172.39,1206.07,19250944,2018-09-21 05:30:00
ok,1537747200,1203.05,1228.26,1193.19,1220.48,10198355,2018-09-24 05:30:00
ok,1537833600,1223.9,1233.31,1183.78,1219.04,9807112,2018-09-25 05:30:00
ok,1537920000,1227.37,1242.18,1215.63,1239.65,6457466,2018-09-26 05:30:00
ok,1538006400,1243.22,1251.14,1225.88,1241.98,10911209,2018-09-27 05:30:00
ok,1538092800,1248.07,1259.76,1235.59,1246.14,11177988,2018-09-28 05:30:00
ok,1538352000,1245.89,1245.89,1192.69,1220.13,7402202,2018-10-01 05:30:00
ok,1538524800,1217.95,1227.96,1188.78,1193.78,7446500,2018-10-03 05:30:00
ok,1538611200,1178.33,1179.22,1095.61,1111.71,23432481,2018-10-04 05:30:00
ok,1538697600,1089.18,1104.83,1028.4,1039.0,22151197,2018-10-05 05:30:00
ok,1538956800,1040.14,1106.51,1015.92,1098.98,24913372,2018-10-08 05:30:00
ok,1539043200,1111.12,1112.75,1071.05,1079.81,11095385,2018-10-09 05:30:00
ok,1539129600,1083.63,1105.37,1074.12,1091.75,9592250,2018-10-10 05:30:00
ok,1539216000,1054.01,1104.28,1033.21,1077.59,13349528,2018-10-11 05:30:00
ok,1539302400,1094.57,1118.4,1091.55,1115.97,9144405,2018-10-12 05:30:00
ok,1539561600,1119.29,1136.13,1107.65,1129.05,8955874,2018-10-15 05:30:00
ok,1539648000,1135.24,1156.44,1129.3,1152.87,7549493,2018-10-16 05:30:00
ok,1539734400,1167.93,1168.28,1129.3,1140.49,12906845,2018-10-17 05:30:00
ok,1539907200,1089.67,1100.57,1060.2,1090.96,25662205,2018-10-19 05:30:00
ok,1540166400,1099.58,1104.33,1047.42,1052.67,13290343,2018-10-22 05:30:00
ok,1540252800,1042.86,1054.7,1033.85,1044.8,10673962,2018-10-23 05:30:00
ok,1540339200,1064.81,1065.85,1021.71,1035.93,13784780,2018-10-24 05:30:00
ok,1540425600,1026.27,1030.88,1006.86,1021.12,14229860,2018-10-25 05:30:00
ok,1540512000,1023.2,1047.07,1012.4,1035.09,9269658,2018-10-26 05:30:00
ok,1540771200,1036.18,1083.58,1036.18,1077.59,7744531,2018-10-29 05:30:00
ok,1540857600,1075.31,1075.31,1042.22,1047.07,8890183,2018-10-30 05:30:00
ok,1540944000,1049.06,1055.84,1037.17,1051.28,16613699,2018-10-31 05:30:00
ok,1541030400,1057.87,1057.87,1040.14,1046.33,9485095,2018-11-01 05:30:00
ok,1541116800,1056.98,1070.85,1053.17,1064.81,16955417,2018-11-02 05:30:00
ok,1541376000,1063.37,1082.44,1055.0,1080.06,7654395,2018-11-05 05:30:00
ok,1541462400,1083.73,1101.56,1081.35,1093.73,8716113,2018-11-06 05:30:00
ok,1541548800,1104.53,1104.53,1096.31,1100.27,1296168,2018-11-07 05:30:00
ok,1541721600,1095.86,1103.34,1074.81,1083.18,10943222,2018-11-09 05:30:00
ok,1541980800,1087.39,1088.48,1064.46,1069.86,5856716,2018-11-12 05:30:00
ok,1542067200,1063.91,1092.64,1060.0,1089.13,6876167,2018-11-13 05:30:00
ok,1542153600,1094.67,1102.2,1075.31,1087.64,7861351,2018-11-14 05:30:00
